pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Category,Class
43.438126,16.739973,10.726328,0.0,218.90608,1724.0,39.18182,9041.0,205.47728,0.0,665.0,3117.0,47.0,733.0,864.0,109.0,682.0,123.0,185.0,269.0,47.0,90.0,47.0,0.026553672,0.05084746,0.026553672,1.3223245,-650.59814,7.934862,0.706217,1.7060022,-0.0045715524,2.4274926,1.703115,6.427547,4.294,7.5608125,0.03775976,0.00012895298,0.050019197,0.037674148,0.13644557,0.09242289,0.1679114,138.0,389.0,220.80453,25.982864,24.0,116.0,0.0,123.0,85.67117,-0.0022875746,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-1.raw,Malware
39.438126,15.739974,10.383146,0.0,224.15381,1560.0,39.0,8430.0,216.15384,0.0,639.0,2916.0,42.0,752.0,735.0,97.0,635.0,119.0,180.0,239.0,43.0,81.0,43.0,0.027371101,0.051559515,0.027371101,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,1.4274927,-0.296885,5.427547,1.7059996,6.5608125,-0.005718501,0.00012895298,0.031540938,-0.0058041126,0.13101079,0.055466373,0.16899835,138.0,389.0,220.80453,26.017136,24.0,116.0,0.0,121.0,85.67117,-0.0022875746,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-10.raw,Malware
41.438126,15.739974,10.539099,0.0,222.11928,1647.0,39.214287,8766.0,213.80487,0.0,650.0,3036.0,44.0,703.0,809.0,104.0,658.0,123.0,187.0,267.0,46.0,86.0,46.0,0.027202839,0.05085748,0.027202839,1.3223245,-650.59814,7.934862,0.706217,0.70600224,-0.0045715524,2.4274926,0.703115,6.427547,2.7059999,7.5608125,0.017537313,0.00012895298,0.053052563,0.017451704,0.14554566,0.07523381,0.18004486,138.0,389.0,220.80453,26.017136,24.0,116.0,0.0,123.0,85.67117,-0.0022875746,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-2.raw,Malware
43.438126,16.739973,10.158147,0.0,218.72426,1718.0,39.045456,9034.0,210.09302,0.0,654.0,3101.0,46.0,754.0,808.0,108.0,683.0,132.0,199.0,276.0,46.0,88.0,46.0,0.026106697,0.049943246,0.026106697,1.3223245,-650.59814,7.934862,0.706217,0.70600224,-0.0045715524,2.4274926,0.703115,6.427547,2.7059999,7.5608125,0.016503721,0.00012895298,0.05098538,0.01641811,0.13934411,0.072133034,0.17177613,138.0,389.0,220.80453,26.017136,24.0,116.0,0.0,124.0,85.67117,-0.0022875746,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-3.raw,Malware
43.438126,16.739973,9.839965,0.0,216.58789,1709.0,38.840908,8940.0,207.90698,0.0,654.0,3070.0,46.0,754.0,771.0,108.0,680.0,132.0,199.0,276.0,45.0,87.0,45.0,0.025714286,0.049714286,0.025714286,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,1.4274927,-0.296885,5.427547,1.7059996,6.5608125,-0.005718501,0.00012895298,0.029268207,-0.0058041126,0.119647145,0.050920915,0.15308926,138.0,389.0,220.80453,26.017136,24.0,116.0,0.0,124.0,85.67117,-0.0022875746,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-4.raw,Malware
42.438126,16.739973,9.786054,0.0,216.66136,1660.0,38.604652,8740.0,208.09525,0.0,652.0,3002.0,45.0,751.0,744.0,106.0,646.0,129.0,196.0,271.0,45.0,86.0,45.0,0.026533019,0.05070755,0.026533019,1.3223245,-650.59814,7.934862,0.706217,0.70600224,-0.0045715524,2.4274926,0.703115,6.427547,2.7059999,7.5608125,0.01700877,0.00012895298,0.051995482,0.016923161,0.14237443,0.073648185,0.17581654,138.0,389.0,220.80453,26.017136,24.0,116.0,0.0,124.0,85.67117,-0.0022875746,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-5.raw,Malware
41.438126,15.739974,9.872433,0.0,218.1431,1625.0,38.690475,8599.0,209.7317,0.0,648.0,2966.0,44.0,744.0,733.0,105.0,638.0,125.0,194.0,266.0,44.0,84.0,44.0,0.026586102,0.05075529,0.026586102,1.3223245,-650.59814,7.934862,0.706217,1.7060022,-0.0045715524,3.4274929,1.703115,7.427547,3.7059996,8.560812,0.039736044,0.00012895298,0.07472275,0.039650433,0.16510169,0.09637546,0.1985438,138.0,389.0,220.80453,26.017136,24.0,116.0,0.0,123.0,85.67117,-0.0022875746,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-6.raw,Malware
40.438126,15.739974,9.8898535,0.0,221.1849,1595.0,38.90244,8519.0,212.975,0.0,646.0,2927.0,43.0,763.0,716.0,103.0,638.0,122.0,194.0,261.0,44.0,83.0,44.0,0.027194068,0.0512979,0.027194068,1.3223245,-650.59814,7.934862,0.706217,1.7060022,-0.0045715524,3.4274929,1.703115,7.427547,3.7059996,8.560812,0.04079313,0.00012895298,0.07630838,0.040707514,0.16880149,0.09848963,0.20330067,138.0,389.0,220.80453,26.017136,24.0,116.0,0.0,121.0,85.67117,-0.0022875746,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-7.raw,Malware
39.438126,15.739974,10.058146,0.0,223.45381,1557.0,38.925,8402.0,215.4359,0.0,639.0,2906.0,42.0,752.0,710.0,97.0,635.0,119.0,181.0,239.0,43.0,81.0,43.0,0.02735369,0.051526718,0.02735369,1.3223245,-650.59814,7.934862,0.706217,0.70600224,-0.0045715524,2.4274926,0.703115,6.427547,2.7059999,7.5608125,0.018671742,0.00012895298,0.055321425,0.018586133,0.15235224,0.0786371,0.18912031,138.0,389.0,220.80453,26.017136,24.0,116.0,0.0,121.0,85.67117,-0.0022875746,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-8.raw,Malware
39.438126,15.739974,10.433146,0.0,224.52881,1560.0,39.0,8445.0,216.53847,0.0,642.0,2920.0,42.0,752.0,738.0,97.0,635.0,119.0,181.0,239.0,43.0,81.0,43.0,0.02735369,0.051526718,0.02735369,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,1.4274927,-0.296885,5.427547,1.7059996,6.5608125,-0.005718501,0.00012895298,0.031540938,-0.0058041126,0.13101079,0.055466373,0.16899835,138.0,389.0,220.80453,26.017136,24.0,116.0,0.0,121.0,85.67117,-0.0022875746,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-9.raw,Malware
