pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Category
45.15719,16.60996,9.541568,0.0,183.29158,1820.4517,39.35488,10227.702,234.63548,0.0,246.90152,3222.8433,48.787533,727.5869,819.6835,113.50007,697.7341,137.23645,181.30107,303.9693,53.811455,98.21831,53.81123,0.02676681,0.05091672,0.026766373,60.483486,17525.604,362.90228,10.059326,0.44099668,-0.006857329,1.641239,-0.44532752,5.6413207,1.5589995,6.3412185,-0.008577751,0.00019342946,0.031550534,-0.008706166,0.11771183,0.051677812,0.14317144,137.97124,389.66846,220.7068,26.025703,24.228733,116.22824,0.0,123.422104,85.50676,-0.0034313619,8.0,Ransomware-Ako-00bc03f1c2f2f457cf5d37b2b06856ea61ce126d9578c7b89a3548d35e787d6e-4.raw
36.15719,14.609961,10.453436,0.0,235.27835,1495.4517,38.2262,8828.702,241.79283,0.0,-4.098484,2932.843,39.212467,650.5869,702.6835,93.50007,579.7341,115.23646,183.69891,240.9693,44.811455,81.21831,44.81123,0.027458731,0.05495167,0.027458293,0.48348644,-977.3971,2.902292,0.5593254,-0.4409965,-0.006857329,0.64123905,-0.44532752,4.6413207,1.5589995,5.3412185,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.11712428,0.062253606,0.1531597,137.97124,389.66846,220.7068,26.025703,24.228733,116.22824,0.0,119.422104,86.50676,-0.0034313619,8.0,Spyware-Transponder-00d7b4af14ce7b7f09d949194c2fd335f86d19c71b5e1d77c7f2046c98e8394f-9.raw
42.15719,16.60996,9.911638,0.0,222.32925,1704.4517,37.63349,9563.702,233.6815,0.0,15.901516,3100.8433,44.212467,725.5869,778.6835,107.50007,654.2659,131.23645,173.30107,281.9693,47.811455,89.21831,47.81123,0.025169533,0.052131396,0.025169093,0.48348644,-977.3971,2.902292,0.5593254,1.5590034,-0.006857329,3.6412392,1.5546726,7.6413207,3.5589995,8.341219,0.035866693,0.00019342946,0.07647807,0.035738274,0.16457173,0.09708844,0.19099753,137.97124,389.66846,220.7068,26.025703,24.228733,116.22824,0.0,123.422104,85.50676,-0.0034313619,8.0,Ransomware-Conti-0a171a622ddb008d0cc264f3ba7d1250a72bfc6f6ba5a27592346d67ef8b153f-4.raw
40.15719,15.609961,9.846976,0.0,222.55785,1591.4517,38.464634,9167.702,229.07234,0.0,26.901516,3024.843,43.212467,677.5869,732.6835,104.50007,593.7341,118.23646,198.69893,265.9693,48.811455,89.21831,48.81123,0.028158242,0.053709835,0.028157804,0.48348644,983.39716,2.902292,0.5593254,-0.4409965,-0.006857329,0.64123905,-0.44532752,4.6413207,1.5589995,5.3412185,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.10657715,0.05698004,0.137339,137.97124,389.66846,220.7068,26.025703,24.228733,116.22824,0.0,119.422104,86.50676,-0.0034313619,8.0,Trojan-Emotet-1d72e4d7b37b7bf374ea10f3e3b0e9164c32142aeae3d302e379f9987eccad27-9.raw
41.84281,15.609961,9.944537,0.0,227.77736,1654.4517,40.00122,9381.702,234.29184,0.0,1272.0985,3102.843,43.212467,644.5869,752.6835,104.50007,627.7341,128.23645,202.69891,277.9693,47.811455,88.21831,47.81123,0.025974551,0.053062715,0.025974113,0.48348644,-977.3971,2.902292,0.5593254,-0.4409965,-0.006857329,0.64123905,0.4453274,4.6413207,2.4410005,5.3412185,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.10657715,0.05698004,0.137339,137.97124,389.66846,220.7068,25.974297,24.228733,116.22824,0.0,121.422104,86.50676,-0.0034313619,8.0,Trojan-Zeus-2dd291b2dad08b362ef6f6182766c8c4d26a5c333af86bf8b77def787f26024f-4.raw
39.84281,14.609961,10.23722,0.0,230.78424,1570.4517,39.85488,9083.702,237.29872,0.0,1266.0985,3014.843,41.212467,634.5869,733.6835,101.50007,585.7341,121.23646,197.69893,267.9693,46.811455,85.21831,46.81123,0.027002662,0.051381323,0.027002225,0.48348644,-977.3971,2.902292,0.5593254,1.5590034,-0.006857329,2.6412392,1.5546726,6.6413207,3.5589995,7.3412185,0.040202737,0.00019342946,0.05859189,0.04007432,0.15535764,0.10576053,0.18611948,137.97124,389.66846,220.7068,25.974297,24.228733,116.22824,0.0,120.422104,86.50676,-0.0034313619,8.0,Ransomware-Pysa-7bcbf8f6884549f0eaf03100f105cf419549b8e97f3e264722dac6f4566fcc5c-6.raw
43.15719,15.609961,10.623584,0.0,222.25685,1696.4517,38.286697,9761.702,228.77133,0.0,29.901516,3214.8433,45.212467,665.5869,884.6835,109.50007,641.7341,125.23646,204.69891,271.9693,50.811455,94.21831,50.81123,0.026987448,0.055172738,0.02698701,0.48348644,-977.3971,2.902292,0.5593254,0.55900335,-0.006857329,1.641239,0.5546725,5.6413207,2.5589995,7.3412185,0.01364447,0.00019342946,0.032033626,0.013516053,0.12012728,0.07486622,0.1687753,137.97124,389.66846,220.7068,26.025703,24.228733,116.22824,0.0,122.422104,85.50676,-0.0034313619,8.0,Ransomware-Shade-796eb9e53d5f6019e289f0883d8b2b136ac5c9eaccca03ee0e9f30ba813d5ae2-1.raw
36.15719,14.609961,10.453436,0.0,235.52159,1494.4517,38.199173,8837.702,242.03607,0.0,1260.0985,2933.843,39.212467,644.5869,703.6835,93.50007,610.2659,115.23646,138.30109,240.9693,45.811455,82.21831,45.81123,0.028104203,0.052655857,0.028103765,0.48348644,-977.3971,2.902292,0.5593254,6.5590034,-0.006857329,7.641239,7.4453278,11.64132,8.558999,12.341219,0.15051316,0.00019342946,0.16890231,0.15038474,0.2590162,0.21274501,0.28645208,137.97124,389.66846,220.7068,26.025703,24.228733,116.22824,0.0,119.422104,86.50676,-0.0034313619,8.0,Trojan-Refroso-bbc66786dc7f310801fb2c9aced13d08-8.raw
39.84281,16.60996,10.057733,0.0,229.78424,1575.4517,38.273327,9044.702,236.29872,0.0,1281.0985,2733.1567,41.212467,702.4131,715.6835,98.50007,622.2659,121.23646,183.69891,248.96928,48.811455,87.21831,48.81123,0.028406352,0.055787496,0.028405914,8.483486,1039.3971,50.90229,1.7593254,0.44099668,-0.006857329,0.64123905,0.4453274,4.6413207,2.4410005,5.3412185,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.111580275,0.059481602,0.14484368,137.97124,389.66846,220.7068,25.974297,24.228733,116.22824,0.0,119.422104,85.50676,-0.0034313619,8.0,Trojan-Refroso-e1e4afff733f7137d65cef4eb538722a-8.raw
43.15719,16.60996,9.964493,0.0,221.62048,1722.4517,38.877605,9733.702,228.13496,0.0,32.901516,3188.8433,46.212467,694.5869,808.6835,110.50007,647.7341,131.23645,210.69893,282.9693,48.811455,92.21831,48.81123,0.025443062,0.053288326,0.025442623,0.48348644,-977.3971,2.902292,0.5593254,-0.4409965,-0.006857329,0.64123905,-0.44532752,4.6413207,1.5589995,5.3412185,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.099925265,0.053654097,0.12736116,137.97124,389.66846,220.7068,26.025703,24.228733,116.22824,0.0,122.422104,86.50676,-0.0034313619,8.0,Ransomware-Ako-0bba514ec7f615e144777eb601e36eb57b5910e2d5b60ae8dc67135e996c6a76-3.raw
40.15719,15.609961,9.554293,0.0,220.04565,1573.4517,36.315853,9065.702,231.5827,0.0,12.901516,3002.8433,42.212467,672.5869,710.6835,99.50007,619.2659,118.23646,183.69891,243.9693,46.811455,86.21831,46.81123,0.027168024,0.055245046,0.027167588,1.4834859,-976.3971,8.902292,0.5593254,1.5590034,-0.006857329,3.6412392,1.5546726,7.6413207,3.5589995,8.341219,0.037933875,0.00019342946,0.07957885,0.03780546,0.17180687,0.101222806,0.20029986,137.97124,389.66846,220.7068,26.025703,24.228733,116.22824,0.0,119.422104,86.50676,-0.0034313619,8.0,Ransomware-Maze-90ad41db130a82a3bf67030ec08c0d0523abaaaf6d62c34f2919f8a8b47b7621-7.raw
40.84281,15.609961,10.012219,0.0,228.1432,1604.4517,38.02012,9188.702,234.6577,0.0,1270.0985,3041.843,42.212467,683.4131,736.6835,102.50007,620.2659,125.23646,199.69893,272.9693,47.811455,87.21831,47.81123,0.02682998,0.05114489,0.026829543,0.48348644,-977.3971,2.902292,0.5593254,4.5590034,-0.006857329,5.641239,5.4453273,9.64132,6.559,10.341219,0.10253336,0.00019342946,0.12092251,0.102404945,0.20901617,0.1637551,0.23544197,137.97124,389.66846,220.7068,26.025703,24.228733,116.22824,0.0,121.422104,85.50676,-0.0034313619,8.0,Spyware-CWS-0b8053b0d7bd926ec78dee7509bc87e046da16f50136eac953786ef3ad8d9680-4.raw
41.15719,15.609961,10.951506,0.0,229.73845,1685.4517,39.807262,9671.702,236.25294,0.0,31.901516,3182.8433,44.212467,663.5869,874.6835,106.50007,662.2659,122.23646,200.69893,271.9693,52.811455,94.21831,52.81123,0.028325738,0.052552205,0.0283253,1.4834859,-976.3971,8.902292,0.5593254,1.5590034,-0.006857329,2.6412392,1.5546726,6.6413207,3.5589995,7.3412185,0.036876794,0.00019342946,0.05526595,0.036748376,0.14537981,0.099108644,0.17281571,137.97124,389.66846,220.7068,26.025703,24.228733,116.22824,0.0,122.422104,85.50676,-0.0034313619,8.0,Ransomware-Shade-163bb163dad4695902732cb55203d4b7d3dd3079344a8af35f9208d4559a594e-1.raw
