pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Category,Class
42.876247,16.479948,10.884475,0.0,232.33488,1724.0,39.18182,9041.0,205.47728,0.0,665.0,3117.0,47.0,733.0,864.0,109.0,682.0,123.0,185.0,269.0,47.0,90.0,47.0,0.026553672,0.05084746,0.026553672,-0.35535118,-1304.1962,-2.1302779,0.41243392,1.4120045,-0.009143106,2.8549855,1.4062301,6.8550944,4.588001,7.121625,0.03204126,0.00025790595,0.056560133,0.031870037,0.14245635,0.09788926,0.16190974,138.0,389.0,220.60907,25.96573,24.0,116.0,0.0,123.0,85.34235,-0.0045751496,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-1.raw,Malware
38.876247,15.479947,10.541293,0.0,237.58261,1560.0,39.0,8430.0,216.15384,0.0,639.0,2916.0,42.0,752.0,735.0,97.0,635.0,119.0,180.0,239.0,43.0,81.0,43.0,0.027371101,0.051559515,0.027371101,-0.35535118,-1304.1962,-2.1302779,0.41243392,-0.58799565,-0.009143106,1.8549855,-0.59377,5.8550944,1.4119995,6.121625,-0.011437004,0.00025790595,0.03808187,-0.011608223,0.13702157,0.060932737,0.16299671,138.0,389.0,220.60907,26.03427,24.0,116.0,0.0,121.0,85.34235,-0.0045751496,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-10.raw,Malware
40.876247,15.479947,10.697246,0.0,235.5481,1647.0,39.214287,8766.0,213.80487,0.0,650.0,3036.0,44.0,703.0,809.0,104.0,658.0,123.0,187.0,267.0,46.0,86.0,46.0,0.027202839,0.05085748,0.027202839,-0.35535118,-1304.1962,-2.1302779,0.41243392,0.4120045,-0.009143106,2.8549855,0.4062301,6.8550944,2.4119995,7.121625,0.011818809,0.00025790595,0.0595935,0.01164759,0.15155645,0.080700174,0.17404321,138.0,389.0,220.60907,26.03427,24.0,116.0,0.0,123.0,85.34235,-0.0045751496,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-2.raw,Malware
42.876247,16.479948,10.316293,0.0,232.15306,1718.0,39.045456,9034.0,210.09302,0.0,654.0,3101.0,46.0,754.0,808.0,108.0,683.0,132.0,199.0,276.0,46.0,88.0,46.0,0.026106697,0.049943246,0.026106697,-0.35535118,-1304.1962,-2.1302779,0.41243392,0.4120045,-0.009143106,2.8549855,0.4062301,6.8550944,2.4119995,7.121625,0.010785218,0.00025790595,0.057526316,0.010613996,0.1453549,0.0775994,0.16577448,138.0,389.0,220.60907,26.03427,24.0,116.0,0.0,124.0,85.34235,-0.0045751496,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-3.raw,Malware
42.876247,16.479948,9.998111,0.0,230.01671,1709.0,38.840908,8940.0,207.90698,0.0,654.0,3070.0,46.0,754.0,771.0,108.0,680.0,132.0,199.0,276.0,45.0,87.0,45.0,0.025714286,0.049714286,0.025714286,-0.35535118,-1304.1962,-2.1302779,0.41243392,-0.58799565,-0.009143106,1.8549855,-0.59377,5.8550944,1.4119995,6.121625,-0.011437004,0.00025790595,0.035809144,-0.011608223,0.12565793,0.05638728,0.14708762,138.0,389.0,220.60907,26.03427,24.0,116.0,0.0,124.0,85.34235,-0.0045751496,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-4.raw,Malware
41.876247,16.479948,9.9442005,0.0,230.09016,1660.0,38.604652,8740.0,208.09525,0.0,652.0,3002.0,45.0,751.0,744.0,106.0,646.0,129.0,196.0,271.0,45.0,86.0,45.0,0.026533019,0.05070755,0.026533019,-0.35535118,-1304.1962,-2.1302779,0.41243392,0.4120045,-0.009143106,2.8549855,0.4062301,6.8550944,2.4119995,7.121625,0.011290271,0.00025790595,0.058536418,0.011119048,0.1483852,0.07911456,0.16981488,138.0,389.0,220.60907,26.03427,24.0,116.0,0.0,124.0,85.34235,-0.0045751496,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-5.raw,Malware
40.876247,15.479947,10.030579,0.0,231.5719,1625.0,38.690475,8599.0,209.7317,0.0,648.0,2966.0,44.0,744.0,733.0,105.0,638.0,125.0,194.0,266.0,44.0,84.0,44.0,0.026586102,0.05075529,0.026586102,-0.35535118,-1304.1962,-2.1302779,0.41243392,1.4120045,-0.009143106,3.8549855,1.4062301,7.8550944,3.4119995,8.121625,0.03401754,0.00025790595,0.081263684,0.03384632,0.17111248,0.10184183,0.19254215,138.0,389.0,220.60907,26.03427,24.0,116.0,0.0,123.0,85.34235,-0.0045751496,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-6.raw,Malware
39.876247,15.479947,10.048,0.0,234.61371,1595.0,38.90244,8519.0,212.975,0.0,646.0,2927.0,43.0,763.0,716.0,103.0,638.0,122.0,194.0,261.0,44.0,83.0,44.0,0.027194068,0.0512979,0.027194068,-0.35535118,-1304.1962,-2.1302779,0.41243392,1.4120045,-0.009143106,3.8549855,1.4062301,7.8550944,3.4119995,8.121625,0.035074625,0.00025790595,0.08284931,0.034903403,0.17481227,0.10395599,0.19729903,138.0,389.0,220.60907,26.03427,24.0,116.0,0.0,121.0,85.34235,-0.0045751496,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-7.raw,Malware
38.876247,15.479947,10.216293,0.0,236.88261,1557.0,38.925,8402.0,215.4359,0.0,639.0,2906.0,42.0,752.0,710.0,97.0,635.0,119.0,181.0,239.0,43.0,81.0,43.0,0.02735369,0.051526718,0.02735369,-0.35535118,-1304.1962,-2.1302779,0.41243392,0.4120045,-0.009143106,2.8549855,0.4062301,6.8550944,2.4119995,7.121625,0.01295324,0.00025790595,0.06186236,0.01278202,0.15836303,0.084103465,0.18311866,138.0,389.0,220.60907,26.03427,24.0,116.0,0.0,121.0,85.34235,-0.0045751496,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-8.raw,Malware
38.876247,15.479947,10.591293,0.0,237.95761,1560.0,39.0,8445.0,216.53847,0.0,642.0,2920.0,42.0,752.0,738.0,97.0,635.0,119.0,181.0,239.0,43.0,81.0,43.0,0.02735369,0.051526718,0.02735369,-0.35535118,-1304.1962,-2.1302779,0.41243392,-0.58799565,-0.009143106,1.8549855,-0.59377,5.8550944,1.4119995,6.121625,-0.011437004,0.00025790595,0.03808187,-0.011608223,0.13702157,0.060932737,0.16299671,138.0,389.0,220.60907,26.03427,24.0,116.0,0.0,121.0,85.34235,-0.0045751496,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-9.raw,Malware
