pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Category
45.438126,16.739973,9.462494,0.0,190.00598,1803.9678,39.06992,9938.135,225.74957,0.0,457.601,3182.562,48.52502,735.0579,807.789,113.000046,702.4894,136.49097,188.86739,300.31287,52.874302,97.14554,52.874153,0.027216095,0.0514013,0.027215803,61.322323,17852.402,367.93488,10.206218,0.2939978,-0.0045715524,1.4274927,-0.296885,5.427547,1.7059996,6.5608125,-0.005718501,0.00012895298,0.028280064,-0.0058041126,0.114706434,0.04894463,0.14617226,137.98082,389.44562,220.80453,26.017136,24.152489,116.15216,0.0,123.2814,85.67117,-0.0022875746,8.0,Ransomware-Ako-00bc03f1c2f2f457cf5d37b2b06856ea61ce126d9578c7b89a3548d35e787d6e-4.raw
36.438126,14.739974,10.374363,0.0,228.56393,1478.9678,38.51116,8539.135,232.90694,0.0,206.60104,2892.562,39.47498,658.0579,690.789,93.000046,584.4894,114.49097,176.13261,237.31287,43.874302,80.14554,43.874153,0.027908016,0.054467097,0.027907724,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,-0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.11411889,0.059520423,0.15616052,137.98082,389.44562,220.80453,26.017136,24.152489,116.15216,0.0,119.2814,86.67117,-0.0022875746,8.0,Spyware-Transponder-00d7b4af14ce7b7f09d949194c2fd335f86d19c71b5e1d77c7f2046c98e8394f-9.raw
42.438126,16.739973,9.832565,0.0,215.61485,1687.9678,37.918453,9274.135,224.79561,0.0,226.60104,3060.562,44.47498,733.0579,766.789,107.000046,649.5106,130.49097,180.86739,278.31287,46.874306,88.14554,46.874153,0.025618816,0.05164682,0.025618523,1.3223245,-650.59814,7.934862,0.706217,1.7060022,-0.0045715524,3.4274929,1.703115,7.427547,3.7059996,8.560812,0.038725942,0.00012895298,0.0732076,0.03864033,0.16156633,0.094355255,0.19399835,137.98082,389.44562,220.80453,26.017136,24.152489,116.15216,0.0,123.2814,85.67117,-0.0022875746,8.0,Ransomware-Conti-0a171a622ddb008d0cc264f3ba7d1250a72bfc6f6ba5a27592346d67ef8b153f-4.raw
40.438126,15.739974,9.767902,0.0,215.84344,1574.9678,38.179676,8878.135,220.18643,0.0,237.60104,2984.562,43.47498,685.0579,720.789,104.000046,598.4894,117.49097,191.13261,262.31287,47.874302,88.14554,47.874153,0.028607525,0.054194413,0.028607232,1.3223245,656.5981,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,-0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.10357176,0.054246854,0.1403398,137.98082,389.44562,220.80453,26.017136,24.152489,116.15216,0.0,119.2814,86.67117,-0.0022875746,8.0,Trojan-Emotet-1d72e4d7b37b7bf374ea10f3e3b0e9164c32142aeae3d302e379f9987eccad27-9.raw
41.561874,15.739974,9.865463,0.0,221.06296,1637.9678,39.716263,9092.135,225.40594,0.0,1061.399,3062.562,43.47498,652.0579,740.789,104.000046,632.4894,127.49097,195.13261,274.31287,46.874306,87.14554,46.874153,0.026423836,0.05257814,0.026423544,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,0.296885,4.427547,2.2940001,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.10357176,0.054246854,0.1403398,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,-0.0022875746,8.0,Trojan-Zeus-2dd291b2dad08b362ef6f6182766c8c4d26a5c333af86bf8b77def787f26024f-4.raw
39.561874,14.739974,10.158147,0.0,224.06982,1553.9678,39.56992,8794.135,228.41283,0.0,1055.3989,2974.562,41.47498,642.0579,721.789,101.000046,590.4894,120.49097,190.13263,264.31287,45.874302,84.14554,45.874153,0.027451947,0.051865898,0.027451655,1.3223245,-650.59814,7.934862,0.706217,1.7060022,-0.0045715524,2.4274926,1.703115,6.427547,3.7059996,7.5608125,0.043061987,0.00012895298,0.055321425,0.042976376,0.15235224,0.103027344,0.18912031,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,86.67117,-0.0022875746,8.0,Ransomware-Pysa-7bcbf8f6884549f0eaf03100f105cf419549b8e97f3e264722dac6f4566fcc5c-6.raw
43.438126,15.739974,10.54451,0.0,215.54245,1679.9678,38.00174,9472.135,219.88544,0.0,240.60098,3174.562,45.47498,673.0579,872.789,109.000046,646.4894,124.49097,197.13261,268.31287,49.874306,93.14554,49.874153,0.027436733,0.054688163,0.02743644,1.3223245,-650.59814,7.934862,0.706217,0.70600224,-0.0045715524,1.4274927,0.703115,5.427547,2.7059999,7.5608125,0.016503721,0.00012895298,0.028763156,0.01641811,0.11712189,0.072133034,0.17177613,137.98082,389.44562,220.80453,26.017136,24.152489,116.15216,0.0,122.2814,85.67117,-0.0022875746,8.0,Ransomware-Shade-796eb9e53d5f6019e289f0883d8b2b136ac5c9eaccca03ee0e9f30ba813d5ae2-1.raw
36.438126,14.739974,10.374363,0.0,228.80719,1477.9678,38.484135,8548.135,233.15018,0.0,1049.3989,2893.562,39.47498,652.0579,691.789,93.000046,605.5106,114.49097,145.86739,237.31287,44.874302,81.14554,44.874153,0.028553486,0.053140435,0.028553195,1.3223245,-650.59814,7.934862,0.706217,6.706002,-0.0045715524,7.427493,7.2968855,11.427547,8.705999,12.560812,0.1533724,0.00012895298,0.16563185,0.1532868,0.25601077,0.21001181,0.28945288,137.98082,389.44562,220.80453,26.017136,24.152489,116.15216,0.0,119.2814,86.67117,-0.0022875746,8.0,Trojan-Refroso-bbc66786dc7f310801fb2c9aced13d08-8.raw
39.561874,16.739973,9.97866,0.0,223.06982,1558.9678,38.558285,8755.135,227.41283,0.0,1070.399,2773.438,41.47498,694.9421,703.789,98.000046,617.5106,120.49097,176.13261,245.31287,47.874302,86.14554,47.874153,0.028855635,0.055302918,0.028855344,9.322325,712.5981,55.93486,1.906217,0.2939978,-0.0045715524,0.42749274,0.296885,4.427547,2.2940001,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.10857489,0.05674842,0.14784451,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,-0.0022875746,8.0,Trojan-Refroso-e1e4afff733f7137d65cef4eb538722a-8.raw
43.438126,16.739973,9.885419,0.0,214.90608,1705.9678,38.592648,9444.135,219.24907,0.0,243.60098,3148.562,46.47498,702.0579,796.789,110.000046,652.4894,130.49097,203.13261,279.31287,47.874302,91.14554,47.874153,0.025892345,0.052803747,0.025892053,1.3223245,-650.59814,7.934862,0.706217,-0.29399785,-0.0045715524,0.42749274,-0.296885,4.427547,1.7059996,5.5608125,-0.005718501,0.00012895298,0.0065409346,-0.0058041126,0.09691987,0.050920915,0.13036199,137.98082,389.44562,220.80453,26.017136,24.152489,116.15216,0.0,122.2814,86.67117,-0.0022875746,8.0,Ransomware-Ako-0bba514ec7f615e144777eb601e36eb57b5910e2d5b60ae8dc67135e996c6a76-3.raw
