pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Category,Class
43.719063,16.869987,10.647255,0.0,212.19168,1724.0,39.18182,9041.0,205.47728,0.0,665.0,3117.0,47.0,733.0,864.0,109.0,682.0,123.0,185.0,269.0,47.0,90.0,47.0,0.026553672,0.05084746,0.026553672,2.1611621,-323.79907,12.96743,0.8531084,1.8530011,-0.0022857764,2.2137463,1.8515575,6.2137737,4.1470003,7.780406,0.040619012,6.447648e-05,0.046748728,0.040576205,0.13344018,0.08968971,0.17091222,138.0,389.0,220.90227,25.991432,24.0,116.0,0.0,123.0,85.83559,-0.0011437874,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-1.raw,Malware
39.719063,15.869987,10.304073,0.0,217.4394,1560.0,39.0,8430.0,216.15384,0.0,639.0,2916.0,42.0,752.0,735.0,97.0,635.0,119.0,180.0,239.0,43.0,81.0,43.0,0.027371101,0.051559515,0.027371101,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,1.2137463,-0.14844249,5.2137737,1.8529997,6.780406,-0.002859251,6.447648e-05,0.028270466,-0.0029020559,0.12800539,0.052733187,0.17199917,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,121.0,85.83559,-0.0011437874,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-10.raw,Malware
41.719063,15.869987,10.460026,0.0,215.40488,1647.0,39.214287,8766.0,213.80487,0.0,650.0,3036.0,44.0,703.0,809.0,104.0,658.0,123.0,187.0,267.0,46.0,86.0,46.0,0.027202839,0.05085748,0.027202839,2.1611621,-323.79907,12.96743,0.8531084,0.8530011,-0.0022857764,2.2137463,0.8515575,6.2137737,2.853,7.780406,0.020396564,6.447648e-05,0.049782097,0.020353759,0.14254028,0.072500624,0.18304569,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,123.0,85.83559,-0.0011437874,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-2.raw,Malware
43.719063,16.869987,10.079073,0.0,212.00986,1718.0,39.045456,9034.0,210.09302,0.0,654.0,3101.0,46.0,754.0,808.0,108.0,683.0,132.0,199.0,276.0,46.0,88.0,46.0,0.026106697,0.049943246,0.026106697,2.1611621,-323.79907,12.96743,0.8531084,0.8530011,-0.0022857764,2.2137463,0.8515575,6.2137737,2.853,7.780406,0.019362971,6.447648e-05,0.04771491,0.019320166,0.13633873,0.06939985,0.17477696,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,124.0,85.83559,-0.0011437874,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-3.raw,Malware
43.719063,16.869987,9.760892,0.0,209.87349,1709.0,38.840908,8940.0,207.90698,0.0,654.0,3070.0,46.0,754.0,771.0,108.0,680.0,132.0,199.0,276.0,45.0,87.0,45.0,0.025714286,0.049714286,0.025714286,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,1.2137463,-0.14844249,5.2137737,1.8529997,6.780406,-0.002859251,6.447648e-05,0.02599774,-0.0029020559,0.11664175,0.048187733,0.15609008,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,124.0,85.83559,-0.0011437874,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-4.raw,Malware
42.719063,16.869987,9.70698,0.0,209.94696,1660.0,38.604652,8740.0,208.09525,0.0,652.0,3002.0,45.0,751.0,744.0,106.0,646.0,129.0,196.0,271.0,45.0,86.0,45.0,0.026533019,0.05070755,0.026533019,2.1611621,-323.79907,12.96743,0.8531084,0.8530011,-0.0022857764,2.2137463,0.8515575,6.2137737,2.853,7.780406,0.019868022,6.447648e-05,0.048725013,0.019825218,0.13936903,0.070915006,0.17881736,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,124.0,85.83559,-0.0011437874,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-5.raw,Malware
41.719063,15.869987,9.793359,0.0,211.4287,1625.0,38.690475,8599.0,209.7317,0.0,648.0,2966.0,44.0,744.0,733.0,105.0,638.0,125.0,194.0,266.0,44.0,84.0,44.0,0.026586102,0.05075529,0.026586102,2.1611621,-323.79907,12.96743,0.8531084,1.8530011,-0.0022857764,3.2137463,1.8515575,7.2137737,3.853,8.780406,0.042595293,6.447648e-05,0.07145228,0.04255249,0.1620963,0.09364227,0.20154463,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,123.0,85.83559,-0.0011437874,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-6.raw,Malware
40.719063,15.869987,9.810781,0.0,214.4705,1595.0,38.90244,8519.0,212.975,0.0,646.0,2927.0,43.0,763.0,716.0,103.0,638.0,122.0,194.0,261.0,44.0,83.0,44.0,0.027194068,0.0512979,0.027194068,2.1611621,-323.79907,12.96743,0.8531084,1.8530011,-0.0022857764,3.2137463,1.8515575,7.2137737,3.853,8.780406,0.043652378,6.447648e-05,0.07303791,0.04360957,0.16579609,0.09575644,0.2063015,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,121.0,85.83559,-0.0011437874,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-7.raw,Malware
39.719063,15.869987,9.979074,0.0,216.7394,1557.0,38.925,8402.0,215.4359,0.0,639.0,2906.0,42.0,752.0,710.0,97.0,635.0,119.0,181.0,239.0,43.0,81.0,43.0,0.02735369,0.051526718,0.02735369,2.1611621,-323.79907,12.96743,0.8531084,0.8530011,-0.0022857764,2.2137463,0.8515575,6.2137737,2.853,7.780406,0.021530993,6.447648e-05,0.052050956,0.02148819,0.14934686,0.075903915,0.19212113,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,121.0,85.83559,-0.0011437874,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-8.raw,Malware
39.719063,15.869987,10.354074,0.0,217.8144,1560.0,39.0,8445.0,216.53847,0.0,642.0,2920.0,42.0,752.0,738.0,97.0,635.0,119.0,181.0,239.0,43.0,81.0,43.0,0.02735369,0.051526718,0.02735369,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,1.2137463,-0.14844249,5.2137737,1.8529997,6.780406,-0.002859251,6.447648e-05,0.028270466,-0.0029020559,0.12800539,0.052733187,0.17199917,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,121.0,85.83559,-0.0011437874,8.0,Ransomware-Conti-00e739eaebc68c8760f43194b409c9dbdf0c2011cc61778d5ed73323e93a8498-9.raw,Malware
38.719063,14.869987,11.438047,0.0,227.99646,1566.0,40.153847,8630.0,221.28206,0.0,643.0,3010.0,42.0,660.0,831.0,99.0,640.0,120.0,178.0,260.0,47.0,85.0,47.0,0.029156327,0.05272953,0.029156327,2.1611621,-323.79907,12.96743,0.8531084,4.8530016,-0.0022857764,5.2137465,4.8515577,9.213774,6.853,10.780406,0.11077711,6.447648e-05,0.11690683,0.11073431,0.20755085,0.16182409,0.24699917,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0,Ransomware-Conti-01ad1e424c18c8881cc26e1506da10d3e7a9a9c17833e230be71e3c21bd6da6e-1.raw,Malware
